Name,Email Address,Salt,Date of Birth
Jamal Greenidge,JAMAL.GREENIDGE@kkhairemporium.com,f3ce234cc352b6a6,
Devon Alleyne,Devon.Alleyne@kkhairemporium.com,,
Rashida Singh,RASHIDA.SINGH@mail.kkhair.net,94b3b6fecf8d2db5,
Dwayne Ramdeen-Forde,Dwayne.Ramdeen-Forde@mail.kkhair.net,d9aee8a565283d00,
Kofi Pérez,Kofi.Prez@mail.kkhair.net,9629a500879d31b8,
 Anaïs Best  ,ANAS.BEST@mail.kkhair.net,e436ef15b3d33b91,
Latoya Ramdeen,Latoya.Ramdeen@kandk-hair.co,e8250932616f0350,
 Sofía Charles  ,Sofa.Charles@loyalty.kkhair.com,915292c348d6aa8e,
Aaliyah  García,Aaliyah.Garca@kandk-hair.co,fb18f606c38f5652,
 Chloë Núñez  ,Chlo.Nez@mail.kkhair.net,ac6c50b02b0349e6,
Tanesha Charles,Tanesha.Charles@domain_with_space.kandk-hair.co,b29287332b16a6a8,
D’Andre  Morris,DAndre.Morris@#.loyalty.kkhair.com,a30ec40387befd60,
D’Andre De la Cruz,DAndre.Cruz@kkhairemporium.com,,
Jermaine De la Cruz,Jermaine.Cruz@loyalty.kkhair.com,156f83dff4acc433,
Noël Lewis,Nol.Lewis.802@kkhairemporium.com,4d0621cd977adf1d,
Tyrone Hernández,TYRONE.HERNNDEZ@ kandk-hair.co,d7ec3403cc030147,
Jamal Clarke,JAMAL.CLARKE@mail.kkhair.net,c3f53739b2a3b214,
Kareem Greenidge,Kareem.Greenidge_750@kkhairemporium.com,4f46a1c1bdf6160d,
Aaliyah Singh,Aaliyah.Singh@kkhairemporium.com,bc2af1c9ef3b3071,
Mikaël Johnson,MIKAL.JOHNSON.455@MAIL.KKHAIR.NET,756ff993fb8cc3ed,
Devon Alleyne Lewis,DEVON.LEWIS@kkhairemporium.com,6d128a2e5888f475,
Rohan van der Kringle,Rohan.Kringle@kkhairemporium.com,cbf93739dea7d35e,
Tia Lewis,Tia.Lewis@kkhairemporium.com,65c795bad670103c,
D’Andre Brathwaite,DAndre.Brathwaite@kkhairemporium.com,fcb3e70c7ebf39a4,
Jéssica Alleyne,Jssica.Alleyne@kkhairemporium.com,50bebd66cb506e%^,
Latoya Williams,Latoya.Williams@KKHAIREMPORIUM.COM,50eedcf78bafc917,
 Jermaine Alleyne  ,Jermaine.Alleyne@loyalty.kkhair.com,fc6fce73c4a4ca9d,
Kirsten Williams,Kirsten.Williams-184kandk-hair.co,4ce0fcd19d83ebfa,
José Pérez Ramdeen,Jos.Ramdeen@kandk-hair.co,a729edacf0aaabe4,
Kirsten Dottin-Grant,Kirsten.Dottin-Grant@kandk-hair.co,5cdb6d8ab3ac7cfe,
Dwayne Pérez,Dwayne.Prez@MAIL.KKHAIR.NET,683a2ef78a9eae88,
Aaliyah Alleyne,Aaliyah.Alleyne@@mail.kkhair.net,bd0437e3394b9ed2,
Marlon García,Marlon.Garca@mail.kkhair.net,9621d44f57c5dc67,
Kareem van der Kringle,Kareem.Kringle@mail.kkhair.net,bb78e1ae856acb5f,
D’Andre Pérez,DAndre.Prez@LOYALTY.KKHAIR.COM,7b7e81eefd250e1b,
 Renée Ramdeen  ,Rene.Ramdeen@ loyalty.kkhair.com,550f3a23ccdcf4a5,
Mikaël St. Clair,Mikal.Clair@loyalty.kkhair.com,968d0ddc86f80c1e,
Latoya Williams,LATOYA.WILLIAMS.285@kandk-hair.co,f6df095a9d349ab4,
D’Andre Thompson,DANDRE.THOMPSON-567@KKHAIREMPORIUM.COM,06bce74fd579f2d0,
Sade Charles,Sade.Charles@loyalty.kkhair.com,d88d6496ba6e5397,
Devon García,Devon.Garca-644@mail.kkhair.net,3d61103a89d7778b,
Aaliyah Hernández,Aaliyah.Hernndez@loyalty.kkhair.com,86fdaa0fce6b42c5,
Shanice Brathwaite,Shanice.Brathwaite@kandk-hair.co,eeb6e4d17439b1be,
Kareem Clarke,Kareem.Clarke@LOYALTY.KKHAIR.COM,c8c7119046d6d4d8,
Chloë De la Cruz,Chlo.Cruz@domain_with_space.loyalty.kkhair.com,c19834777e43bdcd,
D’Andre Greenidge,DAndre.Greenidge@mail.kkhair.net,e4429aa7fdd396f1,
Tanesha  Núñez,Tanesha.Nez-729@loyalty.kkhair.com,8c6d1e9e19a0d2fd,
 Renée Singh  ,Rene.Singh@mail.kkhair.net,,
Jamal Hernández,Jamal.Hernndez@kkhairemporium.com,bc38572a5530f645,
Tanesha St. Clair,TANESHA.CLAIR@loyalty.kkhair.com,7d02347d16ed23e4,
Rashida  Browne,Rashida.Browne@kandk-hair.co,be50308655715666,
José van der Kringle,Jos.Kringlekkhairemporium.com,5226f3eb104bac39,
Kofi Morris-Grant,Kofi.Morris-Grant.529@loyalty.kkhair.com,1d67deb05421813c,
 Andre Thompson  ,Andre.Thompson@MAIL.KKHAIR.NET,568ab1d5d3ffd468,
Dwayne Charles,Dwayne.Charles@loyalty.kkhair.com,,
Khadija Thompson St. Clair,KHADIJA.CLAIR@KKHAIREMPORIUM.COM,7880fee9c51e4cd4,
Mikaël García,MIKAL.GARCA.953@mail.kkhair.net,7e0fdc3ef1cf7c40,
Renée Hernández,Rene.Hernndez@kandk-hair.co,165118feeb6bb57c,
Tanesha Morris,Tanesha.Morris@kkhairemporium.com,3aa8507917130bcf,
Jamal Singh,Jamal.Singh@mail.kkhair.net,7d438ab1cf010949,
Jéssica Charles,Jssica.Charles@kkhairemporium.com,b012c718a61c7a48,
Latoya Clarke,Latoya.Clarke@kandk-hair.co,,
Andre  Clarke,Andre.Clarke@MAIL.KKHAIR.NET,220cb922790ea3c8,
Rashida Best,Rashida.Best.699@MAIL.KKHAIR.NET,c074024dbe5c0920,
Tyrone Singh,Tyrone.Singh@kkhairemporium.com,2e96be87a4d1c8d1,
José Morris,Jos.Morris-164@kandk-hair.co,9037323ec304a9__,
Tanesha Forde,Tanesha.Forde@domain_with_space.kandk-hair.co,0416184744efb437,
 Khadija Pérez  ,KHADIJA.PREZ@kandk-hair.co,bb67454e76509bf7,
  Anaïs  Jean-Baptiste    ,Anas.Jean-Baptiste-103@loyalty.kkhair.com,644503984b455bc1,
Sade Williams St. Clair,Sade.Clair@,2b2d822aad802c6a,
Mikaël Singh,MIKAL.SINGH@ mail.kkhair.net,db769632ca960a57,
Dwayne Campbell,Dwayne.Campbell@mail.kkhair.net,2fe92e86196a147b,
Marlon Clarke,Marlon.Clarke.126@mail.kkhair.net,158b612578f57068,
Zoë Dottin,Zo.Dottin@mail.kkhair.net,e4f4a254a1acc984,
Andre De la Cruz,Andre.Cruz@MAIL.KKHAIR.NET,554fc877e550b944,
D’Andre Browne-Alleyne,DANDRE.BROWNE-ALLEYNE@loyalty.kkhair.com,fa55b40d2cb2440b,
Kirsten Dottin,Kirsten.Dottin.536@kkhairemporium.com,bd79bf504ccbcc5b,
Devon  Grant-Baptiste,Devon.Grant-Baptiste.469@loyalty.kkhair.com,a6c3c9089a05c0a5,
Devon  Charles,Devon.Charles@kandk-hair.co,1bcc3b60bc9386e9,
Tia Ramdeen,Tia.Ramdeen@kandk-hair.co,,
Jéssica Browne,JSSICA.BROWNE.966@kkhairemporium.com,,
Tia Best,TIA.BEST@mail.kkhair.net,d0937851873a6624,
Rohan Jean-Baptiste,Rohan.Jean-Baptiste_955@kandk-hair.co,132972264cc33a8a,
Shanice van der Kringle,Shanice.Kringle@ loyalty.kkhair.com,dc07d3d49d0e09e4,
Jermaine Ramdeen Williams,Jermaine.Williamsloyalty.kkhair.com,cd9c6dac376af8ec,
Khadija St. Clair,Khadija.Clair@kandk-hair.co,1c268bc9e8c0ade8,
Sade Baptiste,Sade.Baptiste@loyalty.kkhair.com,ad491b2dcb8a3458,
Tyrone Núñez,Tyrone.Nez.341@kkhairemporium.com,fff48a4836bc809a,
Renée Greenidge,Rene.Greenidge@KANDK-HAIR.CO,2cb2b87dc0e699cf,
Noël van der Kringle,Nol.Kringle@loyalty.kkhair.com,a7a6d4a7496cf493,
Chloë Campbell,Chlo.Campbell@kkhairemporium.com,,
 Tanesha Joseph  ,Tanesha.Joseph-720@,313c35b03c781267,
Renée Grant,Rene.Grant@MAIL.KKHAIR.NET,c9d62721f93c3957,
Anaïs Alleyne,Anas.Alleyne_807@MAIL.KKHAIR.NET,3f440fd5633b5474,
Rohan Williams,Rohan.Williams@mail.kkhair.net,3380cb5dc95de7b2,
Noël Brathwaite,NOL.BRATHWAITE@kandk-hair.co,a9c3fb1161982191,
Sofía Alleyne,SOFA.ALLEYNE-563@loyalty.kkhair.com,,
Tia De la Cruz,TIA.CRUZ@kkhairemporium.com,e5fcd78a2b15a4b9,
Andre Dottin,Andre.Dottin@mail.kkhair.net,9fdf5110b42831f0,
Kofi Alleyne,KOFI.ALLEYNE-511@kkhairemporium.com,c34cce70bbf6e36f,
José Ramdeen,Jos.Ramdeen@mail.kkhair.net,,
Jamal St. Clair,Jamal.Clair@kkhairemporium.com,99859840587b09ed,
Mikaël Browne,Mikal.Brownekandk-hair.co,fd5c92d797d1c6ab,
Keisha Morris,Keisha.Morris@LOYALTY.KKHAIR.COM,d2df08edcc40b4bc,
Latoya Brathwaite,Latoya.Brathwaite-331@loyalty.kkhair.com,3fd8a78dba2bd93c,
José Joseph,Jos.Joseph@kandk-hair.co,feaa425c5d86bcf8,
Rohan De la Cruz,Rohan.Cruz.779@kandk-hair.co,97dff3ad54081fc7,
Rashida Charles,Rashida.Charles@loyalty.kkhair.com,de280601e7bdb4c0,
Keisha Núñez,Keisha.Nez@kandk-hair.co,a89233a26ce60a41,
Jamal Clarke,JAMAL.CLARKE@kkhairemporium.com,e3ff2f061bde1924,
Noël Morris Grant,Nol.Grant@mail.kkhair.net,deaf8a309819e632,
Khadija Ramdeen,Khadija.Ramdeen@loyalty.kkhair.com,d0dc5d264df1eeee,
Kirsten Charles,KIRSTEN.CHARLES@kandk-hair.co,0c870cb46aeca492,
 Mikaël Williams  ,Mikal.Williams@loyalty.kkhair.com,,
Chloë Grant,Chlo.Grant@kkhairemporium.com,,
Renée Holder,Rene.Holder_470@mail.kkhair.net,6d0113129d3164f3,
Tanesha Grant,Tanesha.Grant@mail.kkhair.net,067b70195ccb6c3f,
Tanesha St. Clair Campbell,Tanesha.Campbell@MAIL.KKHAIR.NET,433c4a0c6b8c9c%^,
Tia Forde,TIA.FORDE@kandk-hair.co,2ded80747275a44c,
Kirsten De la Cruz,Kirsten.Cruz@kandk-hair.co,39844d56106d0e44,
Kofi Alleyne,Kofi.Alleyne_879@kkhairemporium.com,99a03a3fd94d5049,
Rohan Núñez,Rohan.Nez@kkhairemporium.com,1f61e3eec36a00f6,
Marlon Brathwaite,MARLON.BRATHWAITE@mail.kkhair.net,9da17babbe1411d3,
Tia Johnson,TIA.JOHNSON@,f53c5267725c430a,
Khadija Morris,Khadija.Morris-704@kkhairemporium.com,,
Latoya  Jean-Baptiste,Latoya.Jean-Baptiste@KKHAIREMPORIUM.COM,9d21a22101f13fb0,
Khadija Alleyne,Khadija.Alleyne@loyalty.kkhair.com,28dda7527bd361e6,
Rohan Jean-Baptiste,Rohan.Jean-Baptiste@#.mail.kkhair.net,fe78e20d5778bbf7,
Shanice Clarke,Shanice.Clarke@loyalty.kkhair.com,,
Devon Brathwaite,Devon.Brathwaite@,,
Latoya O'Connor,Latoya.OConnor@mail.kkhair.net,,
Keisha Best,Keisha.Best@MAIL.KKHAIR.NET,bc57e47f55a63177,
Keisha St. Clair,Keisha.Clair@mail.kkhair.net,c1ce79fdf29d74b2,
 Marlon García  ,Marlon.Garca@kandk-hair.co,97b8ca5353bc17__,
Marlon Alleyne,MARLON.ALLEYNE@kkhairemporium.com,8e4d866609bd51cc,
Shanice Charles,SHANICE.CHARLES@ kandk-hair.co,273a909956d8f528,
Dwayne O'Connor,DWAYNE.OCONNOR@mail.kkhair.net,4db7ed669ce8d8cd,
Mikaël Greenidge,Mikal.Greenidge_884@kkhairemporium.com,b5d15e0cfadf1f23,
  Jéssica  Clarke    ,Jssica.Clarke@mail.kkhair.net,,
Shanice  Thompson,Shanice.Thompson@loyalty.kkhair.com,,
Andre Clarke,Andre.Clarke@loyalty.kkhair.com,7a05ede80c9344f4,
Mikaël García,MIKAL.GARCA.980@kandk-hair.co,2f2bafa52e77cc17,
Tanesha Singh,Tanesha.Singh@loyalty.kkhair.com,c8ccd23544748cf4,
Chloë Núñez,Chlo.Nez_312kkhairemporium.com,769cb77d670afb96,
Kareem García,Kareem.Garca@mail.kkhair.net,fb14e51816cbebd5,
D’Andre Alleyne,DANDRE.ALLEYNE@loyalty.kkhair.com,,
Chloë Best,CHLO.BEST@loyalty.kkhair.com,6a79e1b0f0ffb099,
Devon Singh,Devon.Singh@#.kandk-hair.co,109c02093637abae,
Rohan Joseph,Rohan.Joseph@kkhairemporium.com,2e7830fc9173bfaa,
Jéssica Grant,Jssica.Grant@MAIL.KKHAIR.NET,87e864bcf90a6c4a,
Keisha Jean-Baptiste,Keisha.Jean-Baptiste@loyalty.kkhair.com,be065601d092ea05,
Chloë Ramdeen,CHLO.RAMDEEN@kkhairemporium.com,6cb2ebc5d4175f6a,
Tia De la Cruz,Tia.Cruz@mail.kkhair.net,,
Kirsten De la Cruz,Kirsten.Cruz.397@kkhairemporium.com,3fe6df1204f21a40,
Kofi Thompson,Kofi.Thompson@kandk-hair.co,6b1f8b06751e04ZZ,
Kirsten De la Cruz,Kirsten.Cruz@LOYALTY.KKHAIR.COM,,
 D’Andre Brathwaite  ,DAndre.Brathwaite@kandk-hair.co,97d096d5b0aa5ad5,
Mikaël St. Clair,Mikal.Clair_928@KKHAIREMPORIUM.COM,274b5ec5b4152733,
Kirsten O'Connor,Kirsten.OConnor_520@mail.kkhair.net,,
Anaïs  Morris,Anas.Morris@kkhairemporium.com,03f143ed9a2fe144,
Andre Núñez Forde,Andre.Forde@kkhairemporium.com,fd6f570aafff6c%^,
Rohan Lewis,ROHAN.LEWIS@loyalty.kkhair.com,71467626b29aa0e0,
Tia Baptiste,Tia.Baptiste_515@mail.kkhair.net,a140192ef1f78d17,
Devon St. Clair,Devon.Clair@KANDK-HAIR.CO,,
Devon Greenidge,Devon.Greenidge@domain_with_space.KANDK-HAIR.CO,f6e996036d756e05,
Keisha Ramdeen,Keisha.Ramdeen@kandk-hair.co,5706d0ceff358f5c,
Rashida Williams,Rashida.Williams@kkhairemporium.com,ed9df1b1d066278d,
Kareem Lewis,Kareem.Lewis@loyalty.kkhair.com,54df6a909ecbe3dd,
Aaliyah Joseph,Aaliyah.Joseph@KANDK-HAIR.CO,4076c919f922d787,
Devon Thompson,Devon.Thompson_820@@KKHAIREMPORIUM.COM,a7763f28eab82559,
Kirsten  Singh,Kirsten.Singh@kkhairemporium.com,5f8c4779917fcb86,
Kirsten Singh,Kirsten.Singh@mail.kkhair.net,6baf15402ef20d49,
 Jermaine Jean-Baptiste  ,Jermaine.Jean-Baptiste@loyalty.kkhair.com,e5c02effb76944a6,
Rohan Baptiste,Rohan.Baptiste.389@loyalty.kkhair.com,1c5a2afaa381ce30,
D’Andre O'Connor Williams,DAndre.Williams@loyalty.kkhair.com,579ec8d25c286c73,
 Renée Forde  ,Rene.Forde@kkhairemporium.com,1ab91f25c3a95f01,
Zoë Singh,ZO.SINGH@loyalty.kkhair.com,f0d6044577b4ef3b,
Sofía Alleyne Greenidge,Sofa.Greenidge@mail.kkhair.net,2fabf745101a0a9b,
Dwayne Morris Hernández,Dwayne.Hernndez@kkhairemporium.com,5391e7f61e286060,
Jamal Hernández,JAMAL.HERNNDEZ@kandk-hair.co,b972c9b8e11f58d6,
D’Andre Campbell,DANDRE.CAMPBELL_215@#.kandk-hair.co,0d55c162c84cc773,
Jamal De la Cruz,JAMAL.CRUZ@kandk-hair.co,e80b50ab1bf428e4,
Keisha Dottin,Keisha.Dottin@loyalty.kkhair.com,b06bd3d5e382685f,
Khadija Williams,Khadija.Williams_798@kkhairemporium.com,,
Andre Baptiste,Andre.Baptiste@mail.kkhair.net,5b13c2bdf1f461ZZ,
D’Andre Forde,DAndre.Forde.408@kandk-hair.co,4cbc6c14b7cf6414,
Khadija Grant,Khadija.Grant@kandk-hair.co,7fb099e1a718f04f,
Devon Pérez,DEVON.PREZ@,c4f950a54ae61f65,
Jéssica Campbell,Jssica.Campbell@mail.kkhair.net,e8a0f63452325c94,
Anaïs O'Connor,ANAS.OCONNOR@kandk-hair.co,1430015fd9be10b3,
Keisha van der Kringle,Keisha.Kringle@kkhairemporium.com,8780205cbaec9ebd,
 Tanesha Singh  ,TANESHA.SINGH@kandk-hair.co,ccd5e85701e2a8fa,
Renée Morris,Rene.Morris@LOYALTY.KKHAIR.COM,0ab4808ffaf590ZZ,
Anaïs Brathwaite,Anas.Brathwaite@#.LOYALTY.KKHAIR.COM,,
Sade  Jean-Baptiste,Sade.Jean-Baptiste@kkhairemporium.com,078bb9c9513304%^,
Chloë Grant,Chlo.Grant@mail.kkhair.net,fc92894f3e9a629b,
D’Andre Singh-Joseph,DAndre.Singh-Joseph@,b5aa62682ed550b9,
Latoya Best,LATOYA.BEST-185@mail.kkhair.net,ca3827960ec74ec2,
Noël Singh,Nol.Singh@LOYALTY.KKHAIR.COM,3ea193906d79e8a3,
Sade  García,Sade.Garca_351@#.mail.kkhair.net,,
Aaliyah Forde,Aaliyah.Forde-303@kkhairemporium.com,9c88f31c1c1de7fe,
Jermaine Dottin,Jermaine.Dottin@kandk-hair.co,6109a66860850e%^,
Jamal Grant,Jamal.Grant@mail.kkhair.net,b2cc1757f0380b1e,
Jéssica Grant,Jssica.Grant@@kkhairemporium.com,6d7ad1fe79f4983d,
Noël Campbell,NOL.CAMPBELL@loyalty.kkhair.com,9a5548bce077b18d,
Andre Hernández,Andre.Hernndez@domain_with_space.kkhairemporium.com,f6d0d766b1cccfd0,
Dwayne Pérez-Ramdeen,DWAYNE.PREZ-RAMDEEN@MAIL.KKHAIR.NET,396df80742ee823f,
Jéssica Clarke,JSSICA.CLARKE@kkhairemporium.com,319fd02b1778a254,
 Noël Núñez  ,Nol.Nez@ mail.kkhair.net,ad4e7fffca80479f,
Andre Williams,Andre.Williams@@kkhairemporium.com,e6f2ad3c52f6cf27,
 Anaïs Jean-Baptiste  ,Anas.Jean-Baptisteloyalty.kkhair.com,52135a9cea29bef1,
Khadija Best,Khadija.Best@loyalty.kkhair.com,42258e86a1df516f,
 Keisha Baptiste  ,Keisha.Baptiste@loyalty.kkhair.com,7c4abd28834e1216,
Sofía van der Kringle,Sofa.Kringlekandk-hair.co,c1e5ca5138ed1de7,
Mikaël St. Clair,MIKAL.CLAIR@KKHAIREMPORIUM.COM,546efa1890c7588c,
Noël Thompson,Nol.Thompsonloyalty.kkhair.com,be3d32d5b9639a7d,
 Chloë Morris  ,Chlo.Morris@kkhairemporium.com,,
Rohan  Singh,Rohan.Singh@loyalty.kkhair.com,,
Kareem Hernández,Kareem.Hernndez_506@mail.kkhair.net,535f9d53669bb5bc,
Jéssica Holder,Jssica.Holder@kandk-hair.co,3bc80d05fd30057b,
Sofía Williams-Brathwaite,Sofa.Williams-Brathwaite@KKHAIREMPORIUM.COM,6ebb5d7528b31b23,
Rohan Forde,ROHAN.FORDE@ loyalty.kkhair.com,04eec13473c4afZZ,
Tia Forde,Tia.Forde@loyalty.kkhair.com,,
Mikaël Campbell,Mikal.Campbell@kkhairemporium.com,1b6517c270299d83,
José Lewis,Jos.Lewis@kandk-hair.co,4d67b573ea9ef3ZZ,
Mikaël Holder,MIKAL.HOLDER@kandk-hair.co,cdd1cb0b4d21ddbb,
Andre  Clarke-Johnson,Andre.Clarke-Johnson@kkhairemporium.com,2ebed031dea44d49,
Tyrone Johnson,TYRONE.JOHNSON@KANDK-HAIR.CO,a269cb1dadd7f89f,
Latoya Holder,Latoya.Holder@loyalty.kkhair.com,5beb08245dc97b08,
Latoya Forde Browne,Latoya.Browne@mail.kkhair.net,4b3e6d3cb547a1f7,
Renée van der Kringle,Rene.Kringle@mail.kkhair.net,f81d584c317748ff,
 Jermaine Dottin  ,Jermaine.Dottin@mail.kkhair.net,010c2bbb75488abd,
José Campbell,JOS.CAMPBELL@,7523214dd47fe637,
Sade Forde,SADE.FORDE_527@mail.kkhair.net,399a67fb503bc38d,
 Jéssica Greenidge-Forde  ,Jssica.Greenidge-Forde_660@mail.kkhair.net,7d64b4b9616a7a52,
Andre Williams,Andre.Williams@mail.kkhair.net,cb9620abef21614e,
Kareem St. Clair,Kareem.Clair@kkhairemporium.com,9390b1b0278f85c7,
Rohan Jean-Baptiste,Rohan.Jean-Baptiste@loyalty.kkhair.com,a69a5e68dbeea77b,
Chloë Grant,CHLO.GRANT@mail.kkhair.net,760a0e8a19975e35,
Tia Joseph,Tia.Joseph@kkhairemporium.com,e3c5e8ee22679fe1,
Kareem Charles,KAREEM.CHARLES@domain_with_space.kkhairemporium.com,4e08c6c236d86c4d,
D’Andre Johnson,DAndre.Johnson@kkhairemporium.com,48cba4bfe6a3c740,
Aaliyah Johnson,Aaliyah.Johnson@kandk-hair.co,46a05223f0101454,
Renée Alleyne,Rene.Alleyne@kandk-hair.co,106b1ebc78931b79,
Tanesha Morris,Tanesha.Morris.264@mail.kkhair.net,878f0350b13c6747,
Anaïs Lewis,Anas.Lewis@LOYALTY.KKHAIR.COM,d55096ee389f5984,
Tanesha Dottin,TANESHA.DOTTIN@kkhairemporium.com,7a865d1755910e%^,
Jéssica Lewis,Jssica.Lewis.623@kkhairemporium.com,8609811210dac266,
D’Andre Ramdeen,DAndre.Ramdeen@mail.kkhair.net,b2348b1fe7d7a1d1,
 Tyrone Pérez  ,Tyrone.Prez@domain_with_space.kandk-hair.co,a718cf90e3b7732a,
Sofía Williams,SOFA.WILLIAMS@mail.kkhair.net,5e061dfd84132fZZ,
Tyrone Greenidge,Tyrone.Greenidge@,,
Dwayne Lewis Williams,Dwayne.Williams@loyalty.kkhair.com,5c0d04740005f0df,
Anaïs Thompson,ANAS.THOMPSON_507@kandk-hair.co,5566459dc3e213c6,
Rohan Morris,Rohan.Morris@kkhairemporium.com,cfbbef2ae777a76f,
D’Andre Singh,DAndre.Singh@loyalty.kkhair.com,,
Jermaine Greenidge,Jermaine.Greenidge@kkhairemporium.com,,
Keisha Browne,Keisha.Browne@kkhairemporium.com,6ad4997f558035%^,
Mikaël Baptiste,Mikal.Baptiste@loyalty.kkhair.com,08db7a281bc9b681,
Sade Morris,Sade.Morris@kandk-hair.co,071a92a516f31308,
Jermaine Alleyne,Jermaine.Alleyne@LOYALTY.KKHAIR.COM,de984552dc1b5638,
Noël Dottin,NOL.DOTTIN@domain_with_space.loyalty.kkhair.com,,
Zoë Brathwaite,Zo.Brathwaite@kandk-hair.co,167f69b6b1143ad7,
D’Andre Charles,DAndre.Charles-739@#.mail.kkhair.net,2da0e9c3418da9ac,
Marlon Browne,MARLON.BROWNE@#.kandk-hair.co,0d5e92bf165c183c,
Zoë Greenidge,Zo.Greenidge-842@mail.kkhair.net,77ea63fa4c3558%^,
Tia Campbell,TIA.CAMPBELL@mail.kkhair.net,905cbaa58b157730,
Shanice Joseph,Shanice.Joseph@loyalty.kkhair.com,6b7f3539c71f11a6,
 Jéssica Núñez  ,Jssica.Nez@kkhairemporium.com,cc7b4f7c00ebb080,
Andre Dottin,ANDRE.DOTTIN-160@MAIL.KKHAIR.NET,44276e08a16d0f59,
Rashida Núñez,RASHIDA.NEZ@kkhairemporium.com,,
Keisha Greenidge,Keisha.Greenidge@,8725dddeebc9c6c7,
